epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,2.202492906428401,1.1299943504438064,70.77405038506723,92.01148675107689,1e-05
1,1.4404424129759532,0.59467930227981,84.89753295914372,97.03694034721316,0.0006330000000000001
2,1.2726902494394643,0.5402954404308348,86.24200496018797,97.20663098812166,0.0012560000000000002
3,1.1748833220796913,0.5364129639468574,86.6858112517948,96.91946221119959,0.0018790000000000002
4,1.094398747209902,0.5464613854363823,86.73802375668973,96.78893094896227,0.0025020000000000003
5,1.028374638821691,0.5486036309871019,86.77718313536091,96.56702780315885,0.003105763032179903
6,0.9556258384722971,0.5635607178786018,86.88160814515076,96.25375277378932,0.0030973238292635766
7,0.909843870137384,0.5735795101100541,86.6858112517948,96.09711525910456,0.003087369940529293
8,0.8796490309122892,0.5800265626019776,86.54222686333377,96.22764652134187,0.003075911189263486
9,0.8578696394696859,0.5832740695058576,86.97298002871688,95.97963712309098,0.0030629588838702237
10,0.8422860578035839,0.5800579605331591,86.90771439759823,95.92742461819606,0.0030485258067111777
11,0.828072088816693,0.5870978292294169,86.62054562067615,95.83605273462994,0.0030326262014909776
12,0.8160949534745036,0.5931550486407412,86.92076752382195,95.61414958882652,0.003015275759200393
13,0.8117058336792331,0.5906066536016431,87.28625505808641,95.5619370839316,0.0029964916026312205
14,0.8038453721658994,0.6056244410355616,87.01213940738808,95.50972457903669,0.0029762922694781557
15,0.7989363451705174,0.6115242087052115,86.46390810599138,95.45751207414176,0.0029546976940443247
16,0.7943335348275008,0.6056033762981742,86.76413000913719,95.48361832658922,0.0029317291875685368
17,0.788369861169447,0.6170867971707349,86.54222686333377,95.35308706435191,0.002907409417193662
18,0.7849254713511712,0.6234451451293483,86.04620806683201,95.35308706435191,0.0028817623835968986
19,0.782670417081896,0.630517909552033,85.96788930948962,95.30087455945699,0.002854813397304003
20,0.7809890044169903,0.6366469992341486,86.09842057172693,95.30087455945699,0.0028265890537108557
21,0.7766640915741639,0.6419174299898635,86.37253622242527,94.97454640386373,0.0027971172068370163
